zipcode,city_key,total_establishments,total_employment,total_payroll_K,detailed_establishments,power_establishments,power_estab_pct,power_employment,estimated_revenue_M,power_revenue_M,power_emp_pct,power_rev_pct,city_name,revenue_per_employee,distance_km,distance_squared,Revenue_Norm,Employment_Norm,Distance_Norm,Corporate_Score,threshold_90,payroll_per_employee,PayrollPerEmp_Norm,centroid_lat,centroid_lon,Travel_Time_Min,RevPerEmp_Norm,PowerShare_Norm,Time_Norm,Time_Squared,cluster,cluster_name
10036,new_york,5655,143615,27565509,27802.0,10482.0,0.3770232357384361,54146,32493.919,18626.224,37.70218988267242,58.54263556312739,New York,226257.13887825087,22.24315501248208,494.75794490930673,0.6228564539930229,0.8021056159066157,0.9743499241525352,0.308907135041564,0.0937587402177958,191940.31960449813,0.1722067434372896,40.75979145494232,-73.99068550673425,71.95,0.3770218988267242,0.3770218988267242,0.1597368213206321,0.0255158520856195,2,Empresas Médias
10038,new_york,1717,36070,3579992,8131.0,4052.0,0.4983396876152994,17975,8988.125,6183.4,49.83365677848628,69.86008550330354,New York,249185.61131133907,20.408802511338404,416.5192199468128,0.1722836813862474,0.201446563713033,0.9784104048037986,0.1471105292024438,0.0937587402177958,99251.23371222624,0.0847420740888151,40.70926379090054,-74.00290271521114,58.81666666666667,0.4983365677848629,0.4983365677848628,0.1305793936623838,0.0170509780492358,1,Corporate Hub
10065,new_york,1559,37516,4054213,7447.0,2416.0,0.3244259433328857,12171,8115.299,4186.824,32.4421580125813,52.841247395058055,New York,216315.67864377864,20.781667567992777,431.8777069065628,0.1555528434139891,0.2095227456784607,0.9776133207618152,0.1293163837281726,0.0937587402177958,108066.23840494722,0.0930602214017597,40.76468860481106,-73.96326454920961,58.7,0.3244215801258131,0.324421580125813,0.1303203809801404,0.0169834016988089,1,Corporate Hub
10112,new_york,131,19986,2984122,523.0,400.0,0.7648183556405354,15285,5986.695,5258.04,76.47853497448213,88.35406034781748,New York,299544.43110177125,28.527082538414643,813.7944381535216,0.1147505201203418,0.1116143986148733,0.957792375336573,0.13120189770058,0.0937587402177958,149310.61743220253,0.131979862688273,40.75890442490507,-73.9790441154903,66.31666666666666,0.7647853497448215,0.7647853497448213,0.1472302089494545,0.0216767344273,1,Corporate Hub
10314,new_york,1932,26006,1119966,9149.0,2196.0,0.2400262323751229,6242,5210.668,2147.248,24.0021533492271,42.42712601712854,New York,200364.06983003925,6.464190094336834,41.785753575722445,0.0998751818523506,0.1452372308637493,0.9978585488055084,0.1017776671032094,0.0937587402177958,43065.67715142659,0.0317234141307057,40.60104837847231,-74.16395191811873,68.26666666666667,0.2400215334922711,0.240021533492271,0.1515594209240929,0.0229702580708463,1,Corporate Hub
10467,new_york,1140,29762,2388968,5353.0,1242.0,0.2320194283579301,6905,5918.155,2375.32,23.20072575767757,41.3451833096676,New York,198849.37168201065,49.80436149048695,2480.4744234750992,0.1134367054142967,0.1662151972967689,0.8712940097830604,0.099535841541084,0.0937587402177958,80269.0679389826,0.0668298373147429,40.87526301653466,-73.87202732514304,55.1,0.2320072575767759,0.2320072575767757,0.1223279896423465,0.014964137049938,3,Periferia Empresarial
10577,new_york,356,12617,2558927,1461.0,837.0,0.5728952772073922,7228,3321.727,2486.432,57.28778632004439,75.78449140991268,New York,263273.9161448839,44.399896983509855,1971.350852146288,0.0636668587614304,0.0704571476444469,0.8977168127041697,0.100492677221177,0.0937587402177958,202815.8040738685,0.1824692316683584,41.03759630555464,-73.71350670515095,84.58333333333333,0.572877863200444,0.5728778632004439,0.1877841946264091,0.035262903751489,3,Periferia Empresarial
10591,new_york,986,19172,3870432,4491.0,1912.0,0.4257403696281451,8162,4514.278,2807.728,42.57250156478197,63.36675391508806,New York,235462.02795743797,44.08495281755192,1943.4830649257792,0.0865263720603635,0.1070680555167695,0.8991631119742134,0.1098551864836674,0.0937587402177958,201879.407469226,0.1815856150201233,41.08435960562889,-73.84653607004671,77.81666666666666,0.4257250156478199,0.4257250156478197,0.1727614590562964,0.0298465217352603,3,Periferia Empresarial
10601,new_york,1336,24806,1946355,6245.0,2773.0,0.444035228182546,11014,5926.576,3788.816,44.40054825445457,65.07588162803653,New York,238917.03620091916,43.55719365676408,1897.2291192528487,0.1135981240550846,0.1385350051662989,0.9015636272118986,0.1279807464193278,0.0937587402177958,78463.07344997178,0.0651256376314049,41.03288965225856,-73.76478247102959,77.06666666666666,0.4440054825445457,0.4440054825445457,0.1710963775275893,0.0292739704030633,3,Periferia Empresarial
11042,new_york,645,23042,2055197,2885.0,1713.0,0.5937608318890815,13681,6157.219,4706.264,59.37418626855308,77.32498990714575,New York,267217.2120475653,52.25201504327054,2730.2730760821705,0.1180192236355687,0.1286827333910469,0.8583298082817071,0.0999868424101652,0.0937587402177958,89193.51618783092,0.07525125940224,40.75854191273951,-73.6974504391,35.28333333333333,0.5937418626855309,0.5937418626855309,0.0783328354727306,0.0061360331131978,3,Periferia Empresarial
11101,new_york,2988,57450,4960074,14366.0,4020.0,0.2798273701795907,16076,11943.114,5530.144,27.98259355961705,47.551277392311135,New York,207887.10182767623,35.24226514347404,1242.0172524429256,0.2289266344706028,0.3208578848892736,0.9355682088169204,0.1512477212929419,0.0937587402177958,86337.23237597912,0.072555969910882,40.7467286357547,-73.93915096254219,54.61666666666667,0.2798259355961706,0.2798259355961705,0.1212549371016241,0.0147027597715188,0,Mega Corporações
11201,new_york,3141,47740,3930718,15207.0,6600.0,0.4340106529887552,20719,11315.591,7127.336,43.39966485127776,64.14664567263463,New York,237025.36656891496,18.84632167475618,355.18384066838456,0.2168979075114317,0.2666257086207378,0.981593625400982,0.1613524872046692,0.0937587402177958,82335.94470046082,0.0687802146519069,40.6948124781143,-73.99012392760484,57.05,0.4339966485127777,0.4339966485127776,0.1266572016169849,0.0160420467214455,1,Corporate Hub
11211,new_york,3124,34781,1350420,15015.0,4961.0,0.3304029304029304,11491,7562.854,3952.904,33.03815301457693,53.51513901548164,New York,217442.1091975504,36.563282721711445,1336.8736433878028,0.1449632553591142,0.1942472562763551,0.9306452944894564,0.1183156771416968,0.0937587402177958,38826.37071964578,0.0277230560329516,40.71425662596232,-73.94601347261413,51.36666666666667,0.3303815301457694,0.3303815301457692,0.1140395838105601,0.0130050266756857,1,Corporate Hub
11215,new_york,2317,21367,1301517,11076.0,3925.0,0.3543698085951607,7571,4742.804,2604.424,35.43314456872748,56.14981194045664,New York,221968.64323489493,17.768595395882816,315.722982342588,0.0909068917497956,0.1193275433550224,0.9836415888844228,0.0951573919438786,0.0937587402177958,60912.48186455749,0.0485642844244858,40.66256935701704,-73.98685045768045,54.88333333333333,0.3543314456872748,0.3543314456872747,0.1218469660896089,0.0148466831452423,1,Corporate Hub
11219,new_york,3095,37112,1904593,14930.0,4306.0,0.2884125920964501,10703,7775.227,3681.832,28.839728389739168,48.6032903443444,New York,209507.08665660705,54.16013144011744,2933.319837610797,0.1490341449209311,0.2072663296936524,0.8477919646897525,0.1177635966787628,0.0937587402177958,51320.13903858591,0.0395126136104491,40.63262010215029,-73.99676935552077,51.98333333333333,0.2883972838973917,0.2883972838973916,0.1154086508452748,0.0133191566899265,3,Periferia Empresarial
11230,new_york,2220,30903,1069803,10540.0,2977.0,0.2824478178368121,8728,6439.557,3002.432,28.243212633077697,47.87299895785176,New York,208379.67187651683,41.2560504994979,1702.0617028171212,0.1234312431347718,0.172587896897428,0.9116925437883672,0.0990374414815575,0.0937587402177958,34618.09533055043,0.0237519799144284,40.622089138863856,-73.96518973529382,44.11666666666667,0.282432126330777,0.2824321263307769,0.0979437956997251,0.0095929871160694,3,Periferia Empresarial
11235,new_york,2898,41022,1530834,14045.0,3483.0,0.2479886080455678,10172,8280.918,3499.168,24.79645068499829,43.4822966156552,New York,201865.2917946468,46.11658089061535,2126.7390330406693,0.1587275250276525,0.2291044150911781,0.8896523829443653,0.0979562441450016,0.0937587402177958,37317.390668421824,0.0262991295807354,40.58407143043626,-73.94344277972316,32.3,0.247964506849983,0.2479645068499829,0.0717095111696514,0.0051422539921903,3,Periferia Empresarial
11735,new_york,2002,33228,2179203,9439.0,1967.0,0.2083907193558639,6924,6458.976,2381.856,20.837847598410978,38.049929345266136,New York,194383.53196099677,19.912015775955528,396.4883722619018,0.1238034778557623,0.1855734591862381,0.9794499778476076,0.0989952142778876,0.0937587402177958,65583.33333333333,0.0529718635408354,40.7317577404161,-73.43283809199897,50.81666666666667,0.2083784759841098,0.2083784759841097,0.1128185240228416,0.0127280193626925,1,Corporate Hub
11747,new_york,2001,47707,4769351,9472.0,5345.0,0.5642947635135135,26920,12482.465,9260.48,56.42777789422936,75.13526660579504,New York,261648.5002200935,53.12757558791076,2822.539287849172,0.2392652290944746,0.2664413974140579,0.8535413206392399,0.1784261985258768,0.0937587402177958,99971.72322719936,0.085421953241679,40.78376339724377,-73.40929498640205,57.86666666666667,0.5642777789422937,0.5642777789422936,0.1284702903926881,0.0165046155135816,0,Mega Corporações
11788,new_york,1484,34985,2627164,6803.0,2632.0,0.386888137586359,13535,7980.79,4656.04,38.68800914677719,59.55246865080612,New York,228120.33728740888,38.49702903093286,1482.0212442084871,0.1529744964298129,0.1953866346449216,0.9231123365457752,0.1375187281935804,0.0937587402177958,75094.01171930827,0.0619464729277032,40.81808142568788,-73.21318705891674,64.86666666666666,0.3868800914677719,0.3868800914677719,0.1440110513272875,0.0207391829043906,3,Periferia Empresarial
11797,new_york,734,16553,1362787,3245.0,1797.0,0.5537750385208012,9166,4298.089,3153.104,55.37364828127832,74.32781529835619,New York,259656.195251616,32.51483224087262,1057.2143156520897,0.0823823351843028,0.0924404479320841,0.9451592233624104,0.0961042532355379,0.0937587402177958,82328.70174590709,0.0687733799461911,40.817389996942914,-73.47004035493508,53.75,0.5537364828127832,0.5537364828127832,0.1193308428906737,0.0142398500649986,1,Corporate Hub
10977,new_york,1939,20306,942220,9101.0,2597.0,0.285353257883749,5794,4242.496,1993.136,28.533438392593325,48.22936238019359,New York,208928.19856200137,26.349628993508443,694.3029480955407,0.0813166961275014,0.1134016588008601,0.9639938169321982,0.1119862500543543,0.0937587402177958,46401.063725007385,0.0348708017761794,41.11757938278179,-74.0482169114387,105.96666666666668,0.2853343839259333,0.2853343839259332,0.2352575191004353,0.0553461002932916,1,Corporate Hub
11375,new_york,2139,31079,1269256,10305.0,3246.0,0.3149927219796215,9789,6667.366,3367.416,31.497152418031465,51.7572681335116,New York,214529.61807007948,51.419308529477,2643.9452896495463,0.1277980189499082,0.1735708899997207,0.8628100999357968,0.0946084977006997,0.0937587402177958,40839.66665594131,0.0296228726259578,40.72314732401787,-73.84369629809319,35.68333333333333,0.3149715241803148,0.3149715241803146,0.0792208789547077,0.0062759476623564,3,Periferia Empresarial
11530,new_york,2167,33374,2315330,10326.0,4999.0,0.4841177609916715,16156,8226.454,5557.664,48.40894109186792,68.64627972758065,New York,246492.8986636304,15.285999854866994,233.66179156299376,0.1576835273015066,0.1863888966460945,0.9879004501777264,0.1181824308218624,0.0937587402177958,69375.26218014023,0.0565500604729357,40.7271634121369,-73.63652642170725,38.86666666666667,0.4840894109186792,0.4840894109186792,0.0862882249987755,0.0074456577734393,1,Corporate Hub
33021,miami,2075,26505,1677719,9779.0,4074.0,0.4166070150322118,11042,6195.213,3798.448,41.660064138841726,62.49363291640727,Miami,233737.52122241087,7.8835470428800125,62.15031397730219,0.1187475147931625,0.1480242397162724,0.996801656537367,0.0991809226349573,0.0937587402177958,63298.20788530466,0.0508155390954319,26.02272555177428,-80.18744179459337,39.35,0.4166006413884174,0.4166006413884172,0.0873612775394979,0.0076319928133331,1,Corporate Hub
33131,miami,3859,39893,5562425,18798.0,13101.0,0.6969358442387488,27802,11437.993,9563.888,69.69142456069987,84.28971748084561,Miami,286716.7924197228,57.66729929176047,3325.5174076054777,0.2192441804564177,0.2227987377474936,0.8274374580793826,0.1329719071103199,0.0937587402177958,139433.60990649989,0.1226595722886888,25.764123249066586,-80.18456047957795,29.03333333333333,0.6969142456069988,0.6969142456069988,0.0644571560668383,0.0041547249682247,3,Periferia Empresarial
33134,miami,3864,33143,3381194,18808.0,11347.0,0.6033071033602723,19995,8916.22,6878.28,60.329481338442505,78.01448087888568,Miami,269022.71972965635,15.14408426273735,229.34328815688903,0.1709053643970706,0.1850987181993353,0.9881245744784648,0.0987727133526649,0.0937587402177958,102018.34474851402,0.0873532170244647,25.7534311927784,-80.2712036657093,20.45,0.6032948133844253,0.603294813384425,0.0454012230160796,0.0020612710513557,1,Corporate Hub
33301,miami,2206,19981,2005779,10481.0,6874.0,0.6558534490983685,13104,5573.711,4507.776,65.58230318802862,81.63832002776813,Miami,278950.55302537413,10.981804722655694,120.6000349665429,0.1068342018746261,0.1115864726744673,0.993768197578746,0.1107221621209081,0.0937587402177958,100384.31509934436,0.0858112893897879,26.121230559235304,-80.12743954194963,50.4,0.6558230318802865,0.6558230318802862,0.1118934787291155,0.012520150582103,1,Corporate Hub
33309,miami,2497,55119,4459513,11776.0,4357.0,0.3699898097826087,20393,12397.722,7015.192,36.99813131588019,57.81054473148152,Miami,224926.46818701355,39.38609267780646,1551.2642964247596,0.2376408258316443,0.3078388114719763,0.919518718757482,0.1555551522392863,0.0937587402177958,80907.0012155518,0.0674318135082115,26.187942035862747,-80.1738421382357,49.1,0.3699813131588019,0.3699813131588019,0.1090073374126899,0.011882599609804,0,Mega Corporações
33316,miami,1681,19698,1177677,7793.0,3450.0,0.4427049916591813,8720,4701.27,2999.68,44.26845365011676,64.95413625045225,Miami,238667.37739872068,18.75604965463269,351.78939864704705,0.0901107438069757,0.1100058644474852,0.9817697922052862,0.0937798308982882,0.0937587402177958,59786.628084069445,0.0475018893463903,26.10152793104573,-80.1207163435276,48.766666666666666,0.4426845365011677,0.4426845365011676,0.1082673011777089,0.0117218085043047,1,Corporate Hub
33323,miami,1188,28396,2139858,5400.0,1865.0,0.3453703703703704,9807,6254.903,3373.608,34.53655444428792,55.17698688271605,Miami,220274.08789970417,13.619723763718738,185.4968754000049,0.1198916875361423,0.1585858303778379,0.990400142117278,0.0969195486584106,0.0937587402177958,75357.72644034371,0.0621953233792494,26.14991192786976,-80.32220352185495,39.71666666666667,0.3453655444428793,0.3453655444428792,0.0881753173979769,0.0077748865982339,1,Corporate Hub
33324,miami,2201,25482,1644382,10503.0,4808.0,0.4577739693420927,11664,6154.206,4012.416,45.77348716741229,66.32548618219037,Miami,241511.8907464092,22.383872390996828,501.0377432164301,0.1179614686937929,0.142310592309196,0.9740240113832236,0.0989399724329024,0.0937587402177958,64531.12000627894,0.051978958175021,26.112039822886285,-80.27467633027786,37.98333333333333,0.4577348716741229,0.4577348716741229,0.0843271289760761,0.0071110646813477,1,Corporate Hub
33401,miami,2358,30623,2588159,11201.0,5561.0,0.4964735291491831,15203,7619.932,5229.832,49.64569114717696,69.70153457208166,Miami,248830.35626816444,39.478929901494006,1558.5859061670774,0.1460573597622604,0.1710240442346896,0.9191387374284272,0.1564024406894032,0.0937587402177958,84516.83375240832,0.0708381779814407,26.718065644487588,-80.06852556077972,86.15,0.4964569114717696,0.4964569114717696,0.1912623649308194,0.0365812922389299,3,Periferia Empresarial
33407,miami,1283,24844,1619167,5821.0,1322.0,0.2271087442020271,5642,4917.158,1940.848,22.709708581548867,40.6735324407827,Miami,197921.34921912733,41.270291700419335,1703.236977037701,0.0942490109394338,0.1387472423133849,0.9116315486962964,0.1068901870108308,0.0937587402177958,65173.36177749155,0.0525850000150082,26.758403442078563,-80.09188402462641,85.85,0.2270970858154887,0.2270970858154886,0.1905963323193366,0.036326961893583,3,Periferia Empresarial
33408,miami,1201,13883,1567043,5510.0,2607.0,0.4731397459165154,6568,3393.217,2259.392,47.30965929554131,67.69040502937236,Miami,244415.25606857307,40.38891437720792,1631.2644045694324,0.0650372207884973,0.077527995755257,0.9153668247768968,0.1048059649341572,0.0937587402177958,112874.9549809119,0.0975978948641576,26.84279156098885,-80.05505424815111,98.16666666666669,0.4730965929554132,0.473096592955413,0.2179406712018817,0.0474981361639267,3,Periferia Empresarial
33409,miami,1511,18662,982913,6994.0,2038.0,0.2913926222476408,5437,3920.203,1870.328,29.13406923159361,48.96055779967582,Miami,210063.39084771197,23.242509854143776,540.2142643199705,0.0751387958786625,0.1042196095953531,0.971990804604854,0.0989370608883427,0.0937587402177958,52669.22087664773,0.0407856545057628,26.71610818995966,-80.09651977160796,85.83333333333333,0.2913406923159363,0.2913406923159361,0.1905593305075875,0.0363128584434999,1,Corporate Hub
33410,miami,2016,27401,1829576,9562.0,3838.0,0.4013804643380046,10998,6325.777,3783.312,40.13722126929674,61.00558659217877,Miami,230859.34819897084,33.58644172411802,1128.0490676875756,0.1212502417158366,0.1530285682370354,0.9414829985745574,0.1419675913057961,0.0937587402177958,66770.40983905697,0.054092030527757,26.84629628541284,-80.0882243615204,95.2,0.4013722126929674,0.4013722126929673,0.2113543487105515,0.0446706607188614,1,Corporate Hub
33411,miami,2198,24978,1120002,10460.0,3073.0,0.2937858508604206,7338,5258.472,2524.272,29.377852510208985,49.25493354812727,Miami,210524.14124429497,46.05571494332115,2121.128878940455,0.1007915168130711,0.1394956575162668,0.8899435421137594,0.1182947209551274,0.0937587402177958,44839.53879413884,0.0333972921343154,26.715176644944904,-80.20305453771552,89.25,0.2937785251020898,0.2937785251020898,0.198144701916142,0.0392613228974367,3,Periferia Empresarial
33414,miami,2348,17107,842813,11185.0,4084.0,0.3651318730442557,6246,3832.079,2148.624,36.51136961477758,57.29899744446628,Miami,224006.48857192963,38.59703365059843,1489.731006625428,0.0734495836353663,0.0955346421290737,0.9227122106345358,0.1018343039226014,0.0937587402177958,49267.14210557082,0.0375753337657833,26.648294147921547,-80.249459030752,86.05,0.3651136961477759,0.3651136961477758,0.1910403540603251,0.0364964168794944,3,Periferia Empresarial
