airport_code,city_name,city_key,date,hour,day_of_week,month,year,type,airline_normalized,seatguru_aircraft_model,first_class_seats,business_class_seats,premium_total,distance_km,orig_icao,dest_icao
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 777-200 (777),0,37,37,8217.7,KDFW,LEMD
KDFW,Dallas,dallas,2025-09-05,3.0,Friday,9.0,2025.0,DEPARTURE,United,Airbus A319 (319) Layout 1,8,0,8,2443.79,KDFW,KSFO
KDFW,Dallas,dallas,2025-09-04,17.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 787-9 (789),0,30,30,10748.6,KDFW,RJTT
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2431.18,KDFW,KSFO
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 787-8 (788),0,20,20,8111.09,KDFW,EHAM
KDFW,Dallas,dallas,2025-09-05,3.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2372.92,KDFW,KSMF
KDFW,Dallas,dallas,2025-09-05,3.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737 MAX 8 (7M8),16,0,16,2252.21,KDFW,KRNO
KDFW,Dallas,dallas,2025-09-04,15.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 787-9 (789),0,30,30,12240.2,KDFW,ZSPD
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2214.02,KDFW,KFAT
KDFW,Dallas,dallas,2025-09-04,15.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 777-200 (777),0,37,37,11739.5,KDFW,RKSI
KDFW,Dallas,dallas,2025-09-05,3.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737 MAX 8 (7M8),16,0,16,1982.86,KDFW,KONT
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,Air France,Airbus A350-900 (359),0,34,34,8361.68,KDFW,LFPG
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,1944.82,KDFW,KSAN
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 777-300ER (77W),8,52,60,7916.33,KDFW,EGLL
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2032.35,KDFW,KLAX
KDFW,Dallas,dallas,2025-09-05,3.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Bombardier CRJ-700 (CR7) Layout 1,9,0,9,1699.18,KDFW,KNYL
KDFW,Dallas,dallas,2025-09-05,3.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1910.02,KDFW,KMIA
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2047.02,KDFW,KMDT
KDFW,Dallas,dallas,2025-09-05,3.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1554.41,KDFW,MMGL
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,United,Airbus A319 (319) Layout 1,8,0,8,2214.83,KDFW,KEWR
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,3001.41,KDFW,CYVR
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2206.4,KDFW,KPHL
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1825.69,KDFW,KLAS
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1875.86,KDFW,KTYS
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Bombardier CRJ-900 (CR9) Layout 1,12,0,12,1665.3,KDFW,KSGU
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2517.73,KDFW,KSFO
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1841.25,KDFW,KSLC
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A320 (320),12,0,12,1960.3,KDFW,KDCA
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,United,Boeing 737-900 (739) Layout 1,20,0,20,2448.34,KDFW,KEWR
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1586.93,KDFW,KCLT
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,2673.35,KDFW,KSFO
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2945.01,KDFW,KLGA
KDFW,Dallas,dallas,2025-09-05,2.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1590.73,KDFW,KGRR
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737 MAX 8 (7M8),16,0,16,4044.44,KDFW,SKBO
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1734.12,KDFW,KLAS
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2819.34,KDFW,KSEA
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1858.32,KDFW,KPSP
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2654.08,KDFW,KPDX
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2092.34,KDFW,KBOI
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737 MAX 8 (7M8),16,0,16,2393.93,KDFW,KSJC
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737 MAX 8 (7M8),16,0,16,1967.86,KDFW,KDCA
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2218.85,KDFW,KPHL
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1918.34,KDFW,KFLL
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1800.6,KDFW,KBIL
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Bombardier CRJ-900 (CR9) Layout 1,12,0,12,1514.78,KDFW,KCAE
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2565.38,KDFW,CYYC
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A320 (320),12,0,12,2407.95,KDFW,KALB
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1882.22,KDFW,KRDU
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2681.13,KDFW,KBOS
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A319 (319),8,0,8,1788.37,KDFW,KJAC
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1638.75,KDFW,KBIS
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1752.9,KDFW,KCLE
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A319 (319),8,0,8,1853.69,KDFW,KILM
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A320 (320),12,0,12,2160.41,KDFW,KBFL
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Bombardier CRJ-700 (CR7) Layout 1,9,0,9,1847.93,KDFW,KIDA
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2059.24,KDFW,KBWI
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2096.71,KDFW,KBUR
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1603.27,KDFW,KFAR
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2220.09,KDFW,KPHL
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1915.16,KDFW,KRIC
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 777-200 (777),0,37,37,2075.74,KDFW,KLAX
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2529.31,KDFW,KEWR
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Bombardier CRJ-700 (CR7) Layout 1,9,0,9,1648.36,KDFW,KPVU
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,1962.05,KDFW,KSAN
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2033.48,KDFW,KBUF
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Bombardier CRJ-900 (CR9) Layout 1,12,0,12,1744.4,KDFW,KMYR
KDFW,Dallas,dallas,2025-09-05,1.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1518.24,KDFW,KSAV
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A320 (320),12,0,12,1962.2,KDFW,KIAD
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1905.88,KDFW,KMIA
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737 MAX 8 (7M8),16,0,16,2006.66,KDFW,KSNA
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,5108.28,KDFW,PANC
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2707.48,KDFW,KBOS
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1502.44,KDFW,KMKE
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1835.15,KDFW,KPIT
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2041.07,KDFW,KORF
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2067.19,KDFW,CYYZ
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1810.04,KDFW,MMMX
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A320 (320),12,0,12,1726.42,KDFW,KGSO
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1508.02,KDFW,KJAX
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1740.07,KDFW,KLAS
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2056.26,KDFW,KLAX
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,1849.98,KDFW,KCLT
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1700.87,KDFW,KDTW
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1648.05,KDFW,KCHS
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2280.21,KDFW,KSYR
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1848.33,KDFW,KPBI
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1604.73,KDFW,KTPA
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1715.88,KDFW,KMCO
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1758.15,KDFW,KRSW
KDFW,Dallas,dallas,2025-09-05,0.0,Friday,9.0,2025.0,DEPARTURE,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1563.09,KDFW,KATW
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1739.1,KDFW,KLAS
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1742.06,KDFW,KMCO
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1678.23,KDFW,KSLC
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,2763.08,KDFW,KSEA
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2539.88,KDFW,KEWR
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Embraer ERJ-175 (E75) Layout 1,12,0,12,1566.83,KDFW,KCMH
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2490.96,KDFW,KLGA
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2611.05,KDFW,KJFK
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2233.95,KDFW,KFAT
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1992.92,KDFW,KONT
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2661.99,KDFW,KPDX
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2011.96,KDFW,KDCA
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2058.35,KDFW,KBZN
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2384.54,KDFW,KSMF
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2489.97,KDFW,KGEG
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2503.92,KDFW,KSFO
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,Delta,Airbus A320 (32K) Layout 1,16,0,16,1682.41,KDFW,KDTW
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1886.05,KDFW,KRDU
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,1894.46,KDFW,KMIA
KDFW,Dallas,dallas,2025-09-04,23.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1712.28,KDFW,KMCO
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1997.86,KDFW,KSAN
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737 MAX 8 (7M8),16,0,16,2495.72,KDFW,KLGA
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2868.86,KDFW,KBOS
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,United,Airbus A319 (319) Layout 1,8,0,8,2001.61,KDFW,KIAD
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2001.67,KDFW,KSNA
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1803.6,KDFW,KPIT
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1998.22,KDFW,KDCA
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,Delta,Airbus A320 (32K) Layout 1,16,0,16,2064.19,KDFW,KLAX
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,1620.35,KDFW,KTPA
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,1595.81,KDFW,KCLT
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1841.18,KDFW,KLAS
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2462.5,KDFW,KSJC
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1502.24,KDFW,KPHX
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Bombardier CRJ-900 (CR9) Layout 1,12,0,12,1989.03,KDFW,KSGU
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,1927.17,KDFW,KMIA
KDFW,Dallas,dallas,2025-09-04,16.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 787-8 (788),0,20,20,6138.1,KDFW,PHOG
KDFW,Dallas,dallas,2025-09-04,22.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1521.71,KDFW,KJAX
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2085.45,KDFW,KLAX
KDFW,Dallas,dallas,2025-09-04,16.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 777-200 (777),0,37,37,6326.38,KDFW,PHNL
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2518.48,KDFW,KLGA
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2480.67,KDFW,KPHL
KDFW,Dallas,dallas,2025-09-04,19.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,3038.99,KDFW,MROC
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2672.9,KDFW,KPDX
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1838.9,KDFW,KLAS
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2081.04,KDFW,KLAX
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1605.38,KDFW,KCLT
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1914.88,KDFW,KMIA
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2085.03,KDFW,KLAX
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Bombardier CRJ-900 (CR9) Layout 1,12,0,12,1666.1,KDFW,KCLT
KDFW,Dallas,dallas,2025-09-04,21.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1921.54,KDFW,KMIA
KDFW,Dallas,dallas,2025-09-04,19.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,2783.59,KDFW,KSEA
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2186.87,KDFW,MGGT
KDFW,Dallas,dallas,2025-09-04,19.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2536.34,KDFW,KLGA
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1696.47,KDFW,KSLC
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1742.93,KDFW,KCLE
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1956.02,KDFW,KSAN
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,Delta,Airbus A320 (32K) Layout 1,16,0,16,1656.8,KDFW,KSLC
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321 (321) Layout 1,16,0,16,1982.29,KDFW,KSAN
KDFW,Dallas,dallas,2025-09-04,19.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,2546.4,KDFW,KBDL
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1817.07,KDFW,KLAS
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,Delta,Airbus A320 (32K) Layout 1,16,0,16,1517.6,KDFW,KMSP
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,AeroMexico,Embraer 190 (E90) Layout 1,0,11,11,1597.75,KDFW,MMMX
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Airbus A321neo ACF,20,0,20,1644.55,KDFW,KCLT
KDFW,Dallas,dallas,2025-09-04,20.0,Thursday,9.0,2025.0,DEPARTURE,American Airlines,Boeing 737-800 (738) Layout 1,16,0,16,1684.83,KDFW,KCMH
