zipcode,city_key,power_establishments,power_employment,power_revenue_M,total_establishments,total_employment,power_emp_pct,power_estab_pct
19464,other,1065.0,3507,1227.45,1225,18045,19.43474646716542,86.93877551020408
19465,other,359.0,820,287.0,365,3235,25.347758887171562,98.35616438356163
19468,other,781.0,2252,788.2,690,8477,26.566002123392714,113.18840579710145
19472,other,0.0,0,0.0,4,23,0.0,0.0
19473,other,199.0,387,135.45,227,1446,26.763485477178424,87.66519823788546
19474,other,96.0,434,151.9,138,1846,23.510292524377032,69.56521739130434
19475,other,88.0,215,75.25,201,1663,12.928442573662057,43.78109452736319
19477,other,105.0,791,276.85,135,3542,22.33201581027668,77.77777777777779
19490,other,11.0,637,222.95,37,2608,24.42484662576687,29.72972972972973
19492,other,0.0,0,0.0,26,219,0.0,0.0
19501,other,6.0,101,35.35,31,542,18.634686346863468,19.35483870967742
19503,other,0.0,0,0.0,38,879,0.0,0.0
19504,other,27.0,47,16.45,71,332,14.156626506024098,38.028169014084504
19505,other,8.0,45,15.75,83,1121,4.014272970561998,9.63855421686747
19506,other,34.0,69,24.15,122,751,9.187749667110518,27.86885245901639
19507,other,10.0,71,24.85,108,2164,3.2809611829944547,9.25925925925926
19508,other,134.0,423,148.05,258,2821,14.99468273661822,51.93798449612403
19510,other,31.0,239,83.65,103,2307,10.35977459904638,30.097087378640776
19511,other,0.0,0,0.0,8,32,0.0,0.0
19512,other,254.0,662,231.7,363,3613,18.322723498477718,69.9724517906336
19516,other,0.0,0,0.0,6,48,0.0,0.0
19518,other,183.0,515,180.25,279,2821,18.25593761077632,65.59139784946237
19520,other,68.0,293,102.55,157,2026,14.461994076999012,43.31210191082803
19522,other,182.0,453,158.55,268,2362,19.17866215071973,67.91044776119402
19523,other,0.0,0,0.0,6,73,0.0,0.0
19525,other,235.0,675,236.25,255,2763,24.429967426710096,92.15686274509804
19526,other,109.0,702,245.7,265,5963,11.77259768572866,41.132075471698116
19529,other,0.0,0,0.0,47,228,0.0,0.0
19530,other,242.0,843,295.05,371,4941,17.06132361870067,65.22911051212938
19533,other,89.0,674,235.9,171,3807,17.704229051746783,52.046783625730995
19534,other,11.0,33,11.55,41,279,11.827956989247312,26.82926829268293
16923,other,0.0,0,0.0,18,142,0.0,0.0
16925,other,0.0,0,0.0,33,136,0.0,0.0
16926,other,0.0,0,0.0,18,96,0.0,0.0
16927,other,0.0,0,0.0,14,117,0.0,0.0
16928,other,3.0,17,5.95,24,145,11.724137931034482,12.5
16929,other,0.0,0,0.0,29,190,0.0,0.0
16930,other,0.0,0,0.0,29,264,0.0,0.0
16932,other,0.0,0,0.0,7,51,0.0,0.0
16933,other,104.0,374,130.9,221,2813,13.295414148595805,47.05882352941176
16935,other,0.0,0,0.0,19,134,0.0,0.0
16936,other,0.0,0,0.0,24,251,0.0,0.0
16938,other,0.0,0,0.0,12,114,0.0,0.0
16939,other,0.0,0,0.0,4,22,0.0,0.0
16940,other,0.0,0,0.0,4,11,0.0,0.0
16942,other,0.0,0,0.0,8,87,0.0,0.0
16943,other,0.0,0,0.0,5,19,0.0,0.0
16946,other,0.0,0,0.0,36,318,0.0,0.0
16947,other,76.0,237,82.95,140,1398,16.95278969957082,54.285714285714285
16948,other,0.0,0,0.0,27,244,0.0,0.0
16950,other,0.0,0,0.0,51,829,0.0,0.0
17002,other,0.0,0,0.0,26,145,0.0,0.0
17003,other,130.0,604,211.4,216,3258,18.538980969920196,60.18518518518518
17004,other,24.0,66,23.1,163,1559,4.23348300192431,14.723926380368098
17005,other,0.0,0,0.0,10,38,0.0,0.0
17006,other,0.0,0,0.0,32,107,0.0,0.0
17007,other,15.0,45,15.75,63,403,11.166253101736972,23.809523809523807
17009,other,20.0,181,63.35,80,1685,10.741839762611276,25.0
17010,other,0.0,0,0.0,13,63,0.0,0.0
17011,other,1990.0,9275,3246.25,1303,28075,33.03650934995548,152.72448196469685
17013,other,957.0,4701,1645.35,953,20778,22.624891712388102,100.41972717733474
17014,other,0.0,0,0.0,4,46,0.0,0.0
17015,other,377.0,2641,924.35,429,11892,22.20820719811638,87.87878787878788
17016,other,0.0,0,0.0,13,386,0.0,0.0
17017,other,0.0,0,0.0,26,132,0.0,0.0
17018,other,11.0,16,5.6,68,262,6.106870229007633,16.176470588235293
17019,other,310.0,928,324.8,342,3983,23.299020838563898,90.64327485380117
17020,other,33.0,167,58.45,141,2075,8.048192771084338,23.404255319148938
17021,other,0.0,0,0.0,16,70,0.0,0.0
17022,other,377.0,1695,593.25,519,9271,18.282817387552583,72.63969171483622
17023,other,31.0,153,53.55,103,1404,10.897435897435898,30.097087378640776
17024,other,0.0,0,0.0,31,288,0.0,0.0
17025,other,264.0,823,288.05,284,3434,23.966220151426906,92.95774647887323
17026,other,0.0,0,0.0,64,3234,0.0,0.0
17027,other,0.0,0,0.0,5,1741,0.0,0.0
17028,other,15.0,76,26.6,94,1405,5.409252669039146,15.957446808510639
17030,other,6.0,95,33.25,33,871,10.907003444316878,18.181818181818183
17032,other,66.0,225,78.75,107,1048,21.469465648854964,61.6822429906542
17033,other,598.0,5990,2096.5,536,22891,26.16748940631689,111.56716417910448
17034,other,0.0,0,0.0,46,339,0.0,0.0
17035,other,0.0,0,0.0,5,14,0.0,0.0
17036,other,431.0,1328,464.8,435,5258,25.25675161658425,99.08045977011494
17037,other,0.0,0,0.0,24,109,0.0,0.0
17038,other,11.0,102,35.7,141,4153,2.456055863231399,7.801418439716312
17040,other,0.0,0,0.0,36,199,0.0,0.0
17041,other,0.0,0,0.0,6,54,0.0,0.0
17042,other,974.0,3950,1382.5,970,17416,22.680293982544786,100.41237113402062
17043,other,464.0,1472,515.2,416,5332,27.60690172543136,111.53846153846155
17044,other,325.0,1419,496.65,477,8255,17.189582071471836,68.13417190775681
17045,other,0.0,0,0.0,52,423,0.0,0.0
17046,other,177.0,627,219.45,377,5160,12.151162790697674,46.94960212201592
17047,other,13.0,27,9.45,72,388,6.958762886597938,18.055555555555554
17048,other,0.0,0,0.0,66,429,0.0,0.0
17049,other,0.0,0,0.0,63,663,0.0,0.0
17050,other,1292.0,6116,2140.6,1020,21677,28.21423628730913,126.66666666666666
17051,other,8.0,24,8.4,59,396,6.0606060606060606,13.559322033898304
17052,other,0.0,0,0.0,11,40,0.0,0.0
17053,other,8.0,19,6.65,58,370,5.135135135135135,13.793103448275861
17055,other,1462.0,6905,2416.75,1035,21732,31.7734216823118,141.256038647343
17056,other,0.0,0,0.0,3,38,0.0,0.0
17057,other,371.0,2595,908.25,473,13138,19.751864819607245,78.43551797040169
17058,other,0.0,0,0.0,21,213,0.0,0.0
17059,other,106.0,383,134.05,250,3173,12.070595650803655,42.4
17060,other,0.0,0,0.0,15,78,0.0,0.0
17061,other,54.0,363,127.05,154,2929,12.393308296346877,35.064935064935064
17062,other,10.0,22,7.7,72,393,5.597964376590331,13.88888888888889
17063,other,0.0,0,0.0,53,368,0.0,0.0
17064,other,3.0,16,5.6,18,136,11.76470588235294,16.666666666666664
17065,other,8.0,76,26.6,50,706,10.764872521246458,16.0
17066,other,24.0,96,33.6,105,1339,7.169529499626587,22.857142857142858
17067,other,170.0,608,212.8,368,4973,12.226020510758094,46.19565217391305
17068,other,57.0,134,46.9,75,441,30.385487528344672,76.0
17069,other,0.0,0,0.0,4,11,0.0,0.0
17070,other,318.0,987,345.45,318,3725,26.496644295302012,100.0
17073,other,0.0,0,0.0,89,586,0.0,0.0
19901,other,3402.0,9358,3275.3,1782,22664,41.29015178256266,190.9090909090909
19902,other,62.0,90,31.5,36,142,63.38028169014085,172.22222222222223
19904,other,1475.0,3923,1373.05,986,11750,33.387234042553196,149.59432048681543
19930,other,229.0,457,159.95,196,1539,29.69460688758934,116.83673469387755
19931,other,0.0,0,0.0,5,4,0.0,0.0
19933,other,26.0,96,33.6,163,1832,5.240174672489083,15.950920245398773
19934,other,459.0,1340,469.0,369,3891,34.438447699820095,124.39024390243902
19936,other,0.0,0,0.0,9,109,0.0,0.0
19938,other,13.0,54,18.9,74,881,6.129398410896708,17.56756756756757
19939,other,120.0,291,101.85,142,1054,27.609108159392786,84.50704225352112
19940,other,82.0,316,110.6,140,1676,18.85441527446301,58.57142857142858
19941,other,6.0,13,4.55,33,149,8.724832214765101,18.181818181818183
19943,other,43.0,74,25.9,134,723,10.235131396957122,32.08955223880597
19944,other,36.0,79,27.65,81,524,15.076335877862595,44.44444444444444
19945,other,77.0,154,53.9,160,1067,14.432989690721648,48.125
19946,other,0.0,0,0.0,43,763,0.0,0.0
19947,other,388.0,1678,587.3,482,8462,19.829827463956512,80.49792531120332
19950,other,6.0,19,6.65,143,1418,1.3399153737658673,4.195804195804196
19951,other,0.0,0,0.0,48,1772,0.0,0.0
19952,other,66.0,274,95.9,184,2446,11.201962387571546,35.869565217391305
19953,other,0.0,0,0.0,53,232,0.0,0.0
19954,other,0.0,0,0.0,17,87,0.0,0.0
19955,other,0.0,0,0.0,9,115,0.0,0.0
19956,other,118.0,259,90.65,273,2305,11.236442516268982,43.223443223443226
19958,other,2095.0,4398,1539.3,1154,10747,40.92304829254676,181.5424610051993
19960,other,6.0,9,3.15,59,242,3.71900826446281,10.16949152542373
19962,other,20.0,32,11.2,69,314,10.191082802547772,28.985507246376812
19963,other,527.0,1983,694.05,624,9749,20.340547748487026,84.4551282051282
19964,other,0.0,0,0.0,26,242,0.0,0.0
19966,other,355.0,1464,512.4,554,9805,14.931157572667006,64.07942238267148
20037,other,1382.0,8396,2938.6,729,20371,41.21545334053311,189.57475994513032
20045,other,110.0,514,179.9,48,655,78.47328244274809,229.16666666666666
20052,other,0.0,0,0.0,31,9615,0.0,0.0
20057,other,0.0,0,0.0,17,8925,0.0,0.0
20059,other,0.0,0,0.0,16,271,0.0,0.0
20064,other,0.0,0,0.0,19,3016,0.0,0.0
20105,other,1553.0,1658,580.3,556,2581,64.2386671832623,279.31654676258995
20106,other,19.0,31,10.85,59,259,11.96911196911197,32.20338983050847
20109,other,1596.0,5965,2087.75,1548,27184,21.943054738081223,103.10077519379846
20110,other,1990.0,6168,2158.8,1674,24254,25.430856765894283,118.87694145758663
20111,other,521.0,874,305.9,702,5184,16.859567901234566,74.21652421652422
20112,other,559.0,826,289.1,401,2497,33.07969563476171,139.40149625935163
20115,other,217.0,472,165.2,194,1523,30.991464215364413,111.85567010309279
20117,other,265.0,583,204.05,164,1321,44.1332323996972,161.58536585365854
20119,other,29.0,54,18.9,79,481,11.226611226611228,36.708860759493675
20120,other,1262.0,2311,808.85,634,5090,45.40275049115913,199.05362776025237
20121,other,684.0,1581,553.35,592,5904,26.778455284552845,115.54054054054055
20124,other,643.0,1179,412.65,290,2189,53.86021014161718,221.7241379310345
20129,other,45.0,112,39.2,25,128,87.5,180.0
20130,other,8.0,30,10.5,7,30,100.0,114.28571428571428
20132,other,814.0,2076,726.6,548,5871,35.360245273377615,148.54014598540147
20135,other,94.0,260,91.0,76,621,41.86795491143317,123.6842105263158
20136,other,649.0,1386,485.1,394,3480,39.827586206896555,164.72081218274113
20137,other,87.0,141,49.35,50,218,64.6788990825688,174.0
20141,other,189.0,176,61.6,114,396,44.44444444444444,165.78947368421052
20143,other,24.0,142,49.7,31,274,51.82481751824818,77.41935483870968
20144,other,10.0,54,18.9,27,189,28.57142857142857,37.03703703703704
20147,other,4291.0,18791,6576.85,1737,36073,52.09159204945527,247.03511801957396
20148,other,4484.0,4143,1450.05,1266,5514,75.1360174102285,354.18641390205374
20151,other,3981.0,25404,8891.4,1915,57529,44.15859827217577,207.8851174934726
19967,other,51.0,198,69.3,71,676,29.289940828402365,71.83098591549296
19968,other,122.0,262,91.7,233,1794,14.604236343366777,52.36051502145923
19970,other,256.0,456,159.6,200,1285,35.4863813229572,128.0
19971,other,895.0,2064,722.4,914,9689,21.302507998761484,97.92122538293216
19973,other,467.0,1691,591.85,598,8772,19.277245782033745,78.09364548494983
19975,other,122.0,562,196.7,251,3979,14.124151796933903,48.60557768924303
19977,other,212.0,693,242.55,384,5132,13.503507404520654,55.208333333333336
19979,other,0.0,0,0.0,10,68,0.0,0.0
19980,other,0.0,0,0.0,8,46,0.0,0.0
20001,other,4196.0,20860,7301.0,2012,48099,43.36888500800433,208.5487077534791
20002,other,3024.0,10279,3597.65,1748,28071,36.617861850308145,172.99771167048056
20003,other,2530.0,8866,3103.1,1314,21606,41.03489771359807,192.54185692541856
20004,other,2285.0,11750,4112.5,891,21331,55.08414982888753,256.4534231200898
20005,other,5355.0,26744,9360.4,2309,55762,47.960977009432945,231.91857947163274
20006,other,4462.0,21097,7383.95,1746,39680,53.16784274193549,255.55555555555554
20007,other,2876.0,9678,3387.3,1419,22510,42.99422478898268,202.67794221282594
20008,other,1249.0,3254,1138.9,651,7519,43.27703152014896,191.85867895545314
20009,other,2926.0,6555,2294.25,1593,16986,38.59060402684564,183.67859384808537
20010,other,928.0,7018,2456.3,613,20352,34.48309748427673,151.38662316476345
20011,other,1176.0,2937,1027.95,843,9473,31.00390583764383,139.5017793594306
20012,other,431.0,1774,620.9,307,4960,35.766129032258064,140.39087947882734
20015,other,1137.0,2515,880.25,489,4683,53.70489002775999,232.51533742331287
20016,other,1742.0,6962,2436.7,955,17613,39.527621643104524,182.4083769633508
20017,other,298.0,1267,443.45,406,7306,17.341910758280864,73.39901477832512
20018,other,435.0,2366,828.1,446,9865,23.983781044095288,97.53363228699553
20019,other,406.0,1375,481.25,442,6397,21.494450523682975,91.8552036199095
20020,other,605.0,1385,484.75,500,4880,28.38114754098361,121.0
20024,other,1036.0,4612,1614.2,522,10084,45.735819119397064,198.46743295019158
20032,other,498.0,1687,590.45,336,4797,35.1678132165937,148.21428571428572
20036,other,5680.0,25620,8967.0,2540,55892,45.83840263365061,223.6220472440945
17074,other,70.0,186,65.1,145,1217,15.283483976992605,48.275862068965516
17076,other,0.0,0,0.0,10,58,0.0,0.0
17077,other,0.0,0,0.0,3,14,0.0,0.0
17078,other,371.0,1391,486.85,387,5688,24.454992967651197,95.8656330749354
17080,other,0.0,0,0.0,4,10,0.0,0.0
17081,other,0.0,0,0.0,7,26,0.0,0.0
17082,other,0.0,0,0.0,43,223,0.0,0.0
17084,other,45.0,284,99.4,77,1314,21.61339421613394,58.44155844155844
17086,other,17.0,38,13.3,50,314,12.101910828025478,34.0
17087,other,8.0,32,11.2,57,553,5.786618444846293,14.035087719298245
17088,other,3.0,27,9.45,36,405,6.666666666666667,8.333333333333332
17090,other,16.0,26,9.1,71,273,9.523809523809524,22.535211267605636
17093,other,0.0,0,0.0,8,192,0.0,0.0
17094,other,0.0,0,0.0,34,991,0.0,0.0
17097,other,0.0,0,0.0,3,11,0.0,0.0
17098,other,0.0,0,0.0,22,172,0.0,0.0
17099,other,0.0,0,0.0,25,142,0.0,0.0
17101,other,917.0,4754,1663.9,473,10286,46.21816060664982,193.8689217758985
17102,other,241.0,669,234.15,269,2767,24.177809902421394,89.59107806691449
17103,other,39.0,123,43.05,155,1632,7.536764705882352,25.161290322580644
17104,other,98.0,627,219.45,287,6759,9.276520195295163,34.146341463414636
17109,other,534.0,2256,789.6,643,12024,18.7624750499002,83.04821150855366
17110,other,1282.0,7881,2758.35,821,22771,34.6098107241667,156.1510353227771
17111,other,944.0,4458,1560.3,979,20605,21.635525357922834,96.42492339121553
17112,other,1136.0,3563,1247.05,928,13120,27.15701219512195,122.41379310344827
17113,other,15.0,40,14.0,117,970,4.123711340206185,12.82051282051282
17120,other,23.0,56,19.6,18,121,46.28099173553719,127.77777777777777
17201,other,1152.0,5552,1943.2,1050,22318,24.8767810735729,109.71428571428572
17202,other,250.0,954,333.9,483,7764,12.287480680061824,51.75983436853002
20613,other,212.0,690,241.5,254,3092,22.315653298835706,83.46456692913385
20615,other,0.0,0,0.0,5,7,0.0,0.0
20616,other,14.0,39,13.65,71,583,6.689536878216123,19.718309859154928
20617,other,0.0,0,0.0,11,66,0.0,0.0
20618,other,0.0,0,0.0,12,187,0.0,0.0
20619,other,455.0,2649,927.15,322,7529,35.18395537255944,141.30434782608697
20620,other,0.0,0,0.0,33,431,0.0,0.0
20621,other,0.0,0,0.0,11,65,0.0,0.0
20622,other,84.0,374,130.9,156,2408,15.53156146179402,53.84615384615385
20623,other,6.0,6,2.1,16,24,25.0,37.5
20624,other,0.0,0,0.0,31,133,0.0,0.0
20625,other,0.0,0,0.0,10,74,0.0,0.0
20626,other,0.0,0,0.0,8,24,0.0,0.0
20628,other,0.0,0,0.0,6,42,0.0,0.0
20629,other,0.0,0,0.0,16,153,0.0,0.0
20630,other,0.0,0,0.0,5,9,0.0,0.0
20632,other,0.0,0,0.0,13,56,0.0,0.0
20634,other,18.0,48,16.8,45,315,15.238095238095239,40.0
20636,other,130.0,619,216.65,181,2897,21.366931308249914,71.8232044198895
20637,other,56.0,216,75.6,99,1119,19.302949061662197,56.56565656565656
20639,other,259.0,509,178.15,226,1664,30.588942307692307,114.60176991150442
20640,other,88.0,161,56.35,86,466,34.54935622317596,102.32558139534885
20645,other,0.0,0,0.0,6,49,0.0,0.0
20646,other,635.0,2166,758.1,529,7667,28.25094561106039,120.03780718336483
20650,other,322.0,1090,381.5,350,4686,23.26077678190354,92.0
20653,other,762.0,4277,1496.95,389,9161,46.687042899246805,195.88688946015424
20656,other,0.0,0,0.0,4,24,0.0,0.0
20657,other,151.0,547,191.45,184,2315,23.628509719222464,82.06521739130434
20658,other,0.0,0,0.0,14,71,0.0,0.0
20659,other,138.0,234,81.9,308,2060,11.359223300970873,44.8051948051948
17211,other,0.0,0,0.0,3,4,0.0,0.0
17213,other,0.0,0,0.0,5,25,0.0,0.0
17214,other,0.0,0,0.0,24,509,0.0,0.0
17215,other,0.0,0,0.0,3,9,0.0,0.0
17219,other,0.0,0,0.0,3,13,0.0,0.0
17220,other,0.0,0,0.0,8,33,0.0,0.0
17221,other,0.0,0,0.0,8,27,0.0,0.0
17222,other,32.0,75,26.25,97,689,10.88534107402032,32.98969072164948
17223,other,0.0,0,0.0,12,54,0.0,0.0
17224,other,8.0,69,24.15,28,357,19.327731092436977,28.57142857142857
17225,other,244.0,1019,356.65,386,6106,16.688503111693418,63.212435233160626
17228,other,0.0,0,0.0,15,89,0.0,0.0
17229,other,0.0,0,0.0,12,112,0.0,0.0
17233,other,74.0,772,270.2,147,4541,17.000660647434486,50.34013605442177
17235,other,0.0,0,0.0,15,56,0.0,0.0
17236,other,65.0,290,101.5,158,2211,13.116236996834013,41.139240506329116
17237,other,0.0,0,0.0,16,128,0.0,0.0
17238,other,0.0,0,0.0,17,119,0.0,0.0
17239,other,0.0,0,0.0,5,35,0.0,0.0
17240,other,0.0,0,0.0,69,354,0.0,0.0
17241,other,60.0,237,82.95,181,2372,9.991568296795952,33.14917127071823
17243,other,4.0,32,11.2,37,577,5.545927209705372,10.81081081081081
17244,other,0.0,0,0.0,29,151,0.0,0.0
17246,other,0.0,0,0.0,4,13,0.0,0.0
17247,other,0.0,0,0.0,4,15,0.0,0.0
17249,other,0.0,0,0.0,3,26,0.0,0.0
20714,other,8.0,29,10.15,50,371,7.816711590296496,16.0
20715,other,763.0,2709,948.15,605,9245,29.30232558139535,126.11570247933885
20716,other,647.0,2734,956.9,530,9552,28.622278056951423,122.07547169811322
20720,other,429.0,959,335.65,305,2652,36.16138763197586,140.65573770491804
20721,other,446.0,1333,466.55,324,3792,35.152953586497894,137.6543209876543
20722,other,32.0,109,38.15,126,1349,8.080059303187547,25.396825396825395
20723,other,763.0,5617,1965.95,559,17266,32.53214409822773,136.4937388193202
20724,other,288.0,1028,359.8,255,3505,29.32952924393723,112.94117647058823
20732,other,97.0,265,92.75,102,843,31.435349940688017,95.09803921568627
20733,other,32.0,79,27.65,38,197,40.10152284263959,84.21052631578947
20735,other,446.0,1659,580.65,630,10030,16.54037886340977,70.7936507936508
20736,other,190.0,413,144.55,221,1629,25.352977286678946,85.97285067873304
20737,other,259.0,648,226.8,308,3124,20.742637644046095,84.0909090909091
20740,other,717.0,1870,654.5,601,6810,27.45961820851689,119.30116472545758
20742,other,71.0,339,118.65,43,535,63.36448598130842,165.11627906976744
20743,other,301.0,1223,428.05,586,9980,12.254509018036073,51.365187713310576
20744,other,565.0,1064,372.4,531,4311,24.681048480630942,106.4030131826742
20745,other,530.0,2329,815.15,613,11878,19.607678060279508,86.4600326264274
20746,other,531.0,1434,501.9,396,4475,32.04469273743017,134.0909090909091
20747,other,260.0,809,283.15,499,6519,12.40987881576929,52.104208416833664
20748,other,336.0,745,260.75,567,5453,13.662204291215843,59.25925925925925
20751,other,60.0,176,61.6,70,530,33.20754716981132,85.71428571428571
20754,other,314.0,836,292.6,230,2324,35.9724612736661,136.52173913043478
20755,other,378.0,2238,783.3,129,2967,75.42972699696662,293.0232558139535
20758,other,0.0,0,0.0,12,31,0.0,0.0
20759,other,620.0,3835,1342.25,287,7083,54.1437244105605,216.02787456445992
20762,other,131.0,807,282.45,68,1239,65.13317191283294,192.64705882352942
20763,other,98.0,732,256.2,116,2361,31.003811944091485,84.48275862068965
20764,other,14.0,28,9.8,49,170,16.470588235294116,28.57142857142857
20765,other,21.0,137,47.95,18,196,69.89795918367348,116.66666666666667
20769,other,85.0,178,62.3,141,1044,17.049808429118773,60.28368794326241
20770,other,1160.0,4839,1693.65,728,13658,35.42978474154342,159.34065934065933
20771,other,62.0,1588,555.8,18,1588,100.0,344.44444444444446
20772,other,1029.0,3156,1104.6,774,10475,30.12887828162291,132.9457364341085
20774,other,1459.0,5444,1905.4,858,14351,37.93463870113581,170.04662004662006
20776,other,35.0,104,36.4,77,679,15.316642120765833,45.45454545454545
20777,other,121.0,191,66.85,96,459,41.61220043572985,126.04166666666667
20778,other,6.0,28,9.8,41,325,8.615384615384615,14.634146341463413
20779,other,3.0,10,3.5,43,323,3.0959752321981426,6.976744186046512
20781,other,247.0,950,332.5,411,6302,15.074579498571882,60.09732360097324
20782,other,482.0,1423,498.05,500,6253,22.75707660323045,96.39999999999999
20783,other,405.0,677,236.95,582,4411,15.347993652233052,69.58762886597938
20784,other,143.0,435,152.25,319,4070,10.687960687960688,44.827586206896555
20785,other,722.0,4585,1604.75,678,18285,25.075198249931642,106.4896755162242
20794,other,278.0,1982,693.7,535,15584,12.718172484599588,51.96261682242991
20812,other,14.0,95,33.25,21,116,81.89655172413794,66.66666666666666
20814,other,5671.0,26949,9432.15,2271,51799,52.026100889978565,249.71378247468076
20815,other,1939.0,7599,2659.65,930,16692,45.52480230050324,208.49462365591398
20816,other,879.0,1900,665.0,398,3544,53.6117381489842,220.8542713567839
20817,other,2714.0,12819,4486.65,1204,26536,48.30795899909557,225.41528239202657
20818,other,34.0,107,37.45,53,410,26.097560975609756,64.15094339622641
20832,other,787.0,2363,827.05,565,7244,32.62009939260077,139.2920353982301
20833,other,166.0,362,126.7,129,948,38.18565400843882,128.68217054263567
20837,other,122.0,310,108.5,121,1026,30.214424951267056,100.82644628099173
20838,other,0.0,0,0.0,13,58,0.0,0.0
20839,other,0.0,0,0.0,14,80,0.0,0.0
20841,other,372.0,368,128.8,186,682,53.95894428152492,200.0
20842,other,16.0,58,20.3,55,425,13.647058823529413,29.09090909090909
20850,other,6414.0,27439,9603.65,2824,58198,47.14766830475274,227.12464589235125
20851,other,75.0,145,50.75,163,1113,13.02785265049416,46.012269938650306
17250,other,0.0,0,0.0,3,10,0.0,0.0
17251,other,0.0,0,0.0,5,23,0.0,0.0
17252,other,6.0,19,6.65,46,352,5.3977272727272725,13.043478260869565
17254,other,0.0,0,0.0,10,134,0.0,0.0
17255,other,0.0,0,0.0,20,100,0.0,0.0
17257,other,243.0,970,339.5,453,7110,13.642756680731363,53.64238410596026
17260,other,0.0,0,0.0,18,116,0.0,0.0
17261,other,0.0,0,0.0,9,254,0.0,0.0
17262,other,0.0,0,0.0,14,96,0.0,0.0
17263,other,0.0,0,0.0,7,24,0.0,0.0
17264,other,0.0,0,0.0,32,88,0.0,0.0
17265,other,0.0,0,0.0,4,11,0.0,0.0
17266,other,0.0,0,0.0,8,88,0.0,0.0
17267,other,0.0,0,0.0,24,257,0.0,0.0
17268,other,382.0,1186,415.1,517,6619,17.91811451880949,73.88781431334623
17271,other,0.0,0,0.0,9,28,0.0,0.0
17301,other,6.0,37,12.95,57,890,4.157303370786517,10.526315789473683
17302,other,0.0,0,0.0,28,87,0.0,0.0
17303,other,0.0,0,0.0,10,58,0.0,0.0
17304,other,6.0,45,15.75,35,469,9.594882729211088,17.142857142857142
17306,other,0.0,0,0.0,5,17,0.0,0.0
17307,other,29.0,96,33.6,93,786,12.213740458015266,31.182795698924732
17309,other,0.0,0,0.0,33,203,0.0,0.0
17311,other,0.0,0,0.0,12,29,0.0,0.0
17313,other,88.0,428,149.8,160,2418,17.700578990901572,55.00000000000001
17314,other,85.0,415,145.25,86,1462,28.385772913816687,98.83720930232558
17315,other,170.0,478,167.3,281,2983,16.024136775058665,60.4982206405694
17316,other,38.0,150,52.5,115,1237,12.126111560226354,33.04347826086956
17317,other,0.0,0,0.0,3,8,0.0,0.0
20906,other,865.0,1720,602.0,752,6664,25.810324129651864,115.02659574468086
20910,other,2959.0,11082,3878.7,1708,30120,36.79282868525897,173.24355971896955
20912,other,669.0,1798,629.3,486,5466,32.89425539699963,137.6543209876543
21001,other,508.0,2198,769.3,528,9583,22.93644996347699,96.21212121212122
21005,other,397.0,3050,1067.5,110,3319,91.89514914130761,360.9090909090909
21009,other,486.0,1576,551.6,446,5796,27.191166321601106,108.96860986547085
21010,other,36.0,327,114.45,21,482,67.84232365145229,171.42857142857142
21012,other,566.0,1064,372.4,411,3182,33.438089252042744,137.71289537712897
21013,other,61.0,99,34.65,73,336,29.464285714285715,83.56164383561644
21014,other,1800.0,5196,1818.6,1214,16148,32.17735942531583,148.27018121911038
21015,other,774.0,1594,557.9,598,5302,30.06412674462467,129.4314381270903
21017,other,199.0,1911,668.85,138,4130,46.271186440677965,144.20289855072463
21023,other,0.0,0,0.0,5,38,0.0,0.0
21028,other,67.0,192,67.2,76,697,27.546628407460545,88.1578947368421
21029,other,673.0,1440,504.0,388,3353,42.94661497166716,173.4536082474227
21030,other,1649.0,8362,2926.7,992,22333,37.44234988581919,166.22983870967744
21031,other,836.0,10390,3636.5,326,16058,64.702951799726,256.441717791411
21032,other,233.0,558,195.3,173,1401,39.82869379014989,134.68208092485548
21034,other,9.0,30,10.5,69,486,6.172839506172839,13.043478260869565
21035,other,181.0,443,155.05,196,1668,26.55875299760192,92.3469387755102
21036,other,60.0,100,35.0,51,233,42.91845493562232,117.64705882352942
21037,other,808.0,1615,565.25,574,4871,33.15540956682406,140.7665505226481
21040,other,142.0,662,231.7,327,5798,11.41773025181097,43.425076452599384
21042,other,1988.0,3597,1258.95,1108,9195,39.11908646003263,179.42238267148014
21043,other,2312.0,4646,1626.1,1045,9618,48.30526096901643,221.244019138756
21044,other,2219.0,9375,3281.25,1198,23564,39.785265659480565,185.2253756260434
21045,other,2621.0,8862,3101.7,1402,22000,40.28181818181818,186.9472182596291
21046,other,2603.0,19463,6812.05,1082,36661,53.089113772128414,240.57301293900184
21047,other,327.0,734,256.9,342,3055,24.02618657937807,95.6140350877193
21048,other,184.0,408,142.8,264,2181,18.707015130674005,69.6969696969697
21050,other,515.0,1478,517.3,482,5557,26.59708475796293,106.84647302904564
21051,other,0.0,0,0.0,13,76,0.0,0.0
21052,other,0.0,0,0.0,5,30,0.0,0.0
21053,other,36.0,62,21.7,59,270,22.962962962962962,61.016949152542374
21054,other,542.0,1901,665.35,488,7128,26.669472502805835,111.0655737704918
21056,other,0.0,0,0.0,7,140,0.0,0.0
21057,other,93.0,276,96.6,116,1007,27.40814299900695,80.17241379310344
21060,other,352.0,1466,513.1,453,7493,19.56492726544775,77.70419426048565
