zipcode,city_key,power_establishments,power_employment,power_revenue_M,total_establishments,total_employment,power_emp_pct,power_estab_pct
68715,other,4.0,15,5.25,31,163,9.202453987730062,12.903225806451612
68716,other,16.0,65,22.75,30,175,37.142857142857146,53.333333333333336
68717,other,0.0,0,0.0,6,9,0.0,0.0
68718,other,33.0,78,27.3,70,365,21.36986301369863,47.14285714285714
68719,other,0.0,0,0.0,3,9,0.0,0.0
68720,other,0.0,0,0.0,8,175,0.0,0.0
68722,other,0.0,0,0.0,11,97,0.0,0.0
68723,other,0.0,0,0.0,5,11,0.0,0.0
68724,other,0.0,0,0.0,3,7,0.0,0.0
68725,other,0.0,0,0.0,11,45,0.0,0.0
68726,other,0.0,0,0.0,24,117,0.0,0.0
68727,other,0.0,0,0.0,19,64,0.0,0.0
68728,other,0.0,0,0.0,3,9,0.0,0.0
68729,other,26.0,97,33.95,61,460,21.086956521739133,42.62295081967213
68730,other,12.0,35,12.25,45,258,13.565891472868216,26.666666666666668
68731,other,6.0,254,88.9,55,4279,5.935966347277401,10.909090909090908
68732,other,0.0,0,0.0,4,17,0.0,0.0
68733,other,0.0,0,0.0,17,89,0.0,0.0
68734,other,0.0,0,0.0,7,37,0.0,0.0
68735,other,0.0,0,0.0,16,67,0.0,0.0
68736,other,0.0,0,0.0,13,88,0.0,0.0
68739,other,96.0,260,91.0,138,1069,24.321796071094482,69.56521739130434
68740,other,0.0,0,0.0,7,20,0.0,0.0
68741,other,0.0,0,0.0,10,54,0.0,0.0
68506,other,1157.0,4564,1597.4,833,14706,31.03495172038624,138.89555822328933
68507,other,206.0,822,287.7,360,5265,15.612535612535613,57.22222222222222
68508,other,1590.0,8006,2802.1,866,19448,41.16618675442204,183.6027713625866
68510,other,1096.0,4401,1540.35,791,14231,30.925444452252126,138.55878634639694
68512,other,961.0,4030,1410.5,529,9226,43.68090179926295,181.66351606805293
68514,other,0.0,0,0.0,15,210,0.0,0.0
68516,other,1972.0,4953,1733.55,1356,15797,31.35405456732291,145.42772861356931
68517,other,3.0,10,3.5,33,209,4.784688995215311,9.090909090909092
68520,other,84.0,648,226.8,55,1073,60.39142590866729,152.72727272727275
68521,other,574.0,2898,1014.3,660,14270,20.3083391730904,86.96969696969697
68522,other,85.0,284,99.4,228,2812,10.099573257467995,37.280701754385966
68523,other,24.0,49,17.15,54,259,18.91891891891892,44.44444444444444
68524,other,43.0,870,304.5,85,4392,19.808743169398905,50.588235294117645
68526,other,251.0,1009,353.15,204,2920,34.554794520547944,123.03921568627452
68527,other,0.0,0,0.0,38,234,0.0,0.0
68528,other,101.0,633,221.55,182,3776,16.763771186440678,55.494505494505496
68532,other,0.0,0,0.0,11,43,0.0,0.0
68588,other,0.0,0,0.0,18,239,0.0,0.0
68601,other,882.0,3335,1167.25,872,14573,22.884786934742333,101.1467889908257
68620,other,79.0,204,71.4,139,1070,19.065420560747665,56.83453237410072
68621,other,0.0,0,0.0,4,3,0.0,0.0
68622,other,0.0,0,0.0,11,21,0.0,0.0
68623,other,0.0,0,0.0,5,22,0.0,0.0
68624,other,0.0,0,0.0,15,40,0.0,0.0
68626,other,0.0,0,0.0,16,67,0.0,0.0
68627,other,0.0,0,0.0,16,78,0.0,0.0
68628,other,3.0,25,8.75,24,171,14.619883040935672,12.5
68629,other,0.0,0,0.0,42,294,0.0,0.0
68631,other,0.0,0,0.0,22,79,0.0,0.0
68632,other,85.0,362,126.7,133,1694,21.369539551357732,63.90977443609023
68633,other,16.0,118,41.3,32,295,40.0,50.0
68634,other,0.0,0,0.0,4,28,0.0,0.0
68635,other,0.0,0,0.0,6,27,0.0,0.0
68636,other,26.0,69,24.15,51,234,29.48717948717949,50.98039215686274
68637,other,0.0,0,0.0,8,67,0.0,0.0
68638,other,23.0,79,27.65,55,316,25.0,41.81818181818181
68640,other,3.0,7,2.45,33,152,4.605263157894736,9.090909090909092
68641,other,0.0,0,0.0,42,262,0.0,0.0
68642,other,14.0,32,11.2,70,366,8.743169398907105,20.0
68643,other,0.0,0,0.0,25,147,0.0,0.0
68644,other,0.0,0,0.0,13,216,0.0,0.0
68647,other,0.0,0,0.0,17,157,0.0,0.0
68648,other,0.0,0,0.0,10,36,0.0,0.0
68649,other,3.0,7,2.45,54,279,2.5089605734767026,5.555555555555555
68651,other,26.0,96,33.6,44,278,34.53237410071942,59.09090909090909
68652,other,0.0,0,0.0,18,78,0.0,0.0
68653,other,0.0,0,0.0,21,80,0.0,0.0
68654,other,0.0,0,0.0,10,31,0.0,0.0
68658,other,0.0,0,0.0,15,72,0.0,0.0
68659,other,0.0,0,0.0,4,108,0.0,0.0
68660,other,0.0,0,0.0,24,270,0.0,0.0
68661,other,79.0,510,178.5,149,3225,15.813953488372093,53.02013422818792
68662,other,3.0,21,7.35,23,193,10.880829015544041,13.043478260869565
68663,other,0.0,0,0.0,16,51,0.0,0.0
68664,other,0.0,0,0.0,10,426,0.0,0.0
68665,other,0.0,0,0.0,31,213,0.0,0.0
68666,other,16.0,38,13.3,57,289,13.148788927335639,28.07017543859649
68862,other,126.0,249,87.15,157,1043,23.87344199424736,80.2547770700637
68863,other,22.0,49,17.15,32,118,41.52542372881356,68.75
68864,other,13.0,29,10.15,32,129,22.48062015503876,40.625
68865,other,6.0,33,11.55,22,124,26.61290322580645,27.27272727272727
68866,other,0.0,0,0.0,41,188,0.0,0.0
68869,other,30.0,98,34.3,68,521,18.809980806142036,44.11764705882353
68870,other,0.0,0,0.0,18,42,0.0,0.0
68872,other,0.0,0,0.0,11,23,0.0,0.0
68873,other,67.0,216,75.6,101,858,25.174825174825177,66.33663366336634
